Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadRawPlow:9343, oredict.toolHeadRawPlowBaobab.name
gregtech:gt.meta.toolHeadRawPlow:9344, oredict.toolHeadRawPlowCherrywood.name
gregtech:gt.meta.toolHeadRawPlow:9345, oredict.toolHeadRawPlowChestnutwood.name
gregtech:gt.meta.toolHeadRawPlow:9346, oredict.toolHeadRawPlowCitruswood.name
gregtech:gt.meta.toolHeadRawPlow:9347, oredict.toolHeadRawPlowCocobolowood.name
gregtech:gt.meta.toolHeadRawPlow:9348, oredict.toolHeadRawPlowEbony.name
gregtech:gt.meta.toolHeadRawPlow:9349, oredict.toolHeadRawPlowGiganteumwood.name
gregtech:gt.meta.toolHeadRawPlow:9350, oredict.toolHeadRawPlowGreenheart.name
gregtech:gt.meta.toolHeadRawPlow:9351, oredict.toolHeadRawPlowIpe.name
gregtech:gt.meta.toolHeadRawPlow:9352, oredict.toolHeadRawPlowKapok.name
gregtech:gt.meta.toolHeadRawPlow:9353, oredict.toolHeadRawPlowLarch.name
gregtech:gt.meta.toolHeadRawPlow:9354, oredict.toolHeadRawPlowLimewood.name
gregtech:gt.meta.toolHeadRawPlow:9355, oredict.toolHeadRawPlowMahoe.name
gregtech:gt.meta.toolHeadRawPlow:9356, oredict.toolHeadRawPlowMahogany.name
gregtech:gt.meta.toolHeadRawPlow:9357, oredict.toolHeadRawPlowPadauk.name
gregtech:gt.meta.toolHeadRawPlow:9358, oredict.toolHeadRawPlowPalm.name
gregtech:gt.meta.toolHeadRawPlow:9359, oredict.toolHeadRawPlowPapayawood.name
gregtech:gt.meta.toolHeadRawPlow:9360, oredict.toolHeadRawPlowPlumwood.name
gregtech:gt.meta.toolHeadRawPlow:9361, oredict.toolHeadRawPlowPoplar.name
gregtech:gt.meta.toolHeadRawPlow:9362, oredict.toolHeadRawPlowSequoia.name
gregtech:gt.meta.toolHeadRawPlow:9363, oredict.toolHeadRawPlowTeak.name
gregtech:gt.meta.toolHeadRawPlow:9364, oredict.toolHeadRawPlowWalnutwood.name
gregtech:gt.meta.toolHeadRawPlow:9365, oredict.toolHeadRawPlowWenge.name
gregtech:gt.meta.toolHeadRawPlow:9366, oredict.toolHeadRawPlowZebrawood.name
gregtech:gt.meta.toolHeadRawPlow:9367, oredict.toolHeadRawPlowDarkwood.name
gregtech:gt.meta.toolHeadRawPlow:9368, oredict.toolHeadRawPlowEtherealwood.name
gregtech:gt.meta.toolHeadRawPlow:9369, oredict.toolHeadRawPlowGoldwood.name
gregtech:gt.meta.toolHeadRawPlow:9370, oredict.toolHeadRawPlowHellbark.name
gregtech:gt.meta.toolHeadRawPlow:9371, oredict.toolHeadRawPlowJacaranda.name
gregtech:gt.meta.toolHeadRawPlow:9372, oredict.toolHeadRawPlowMangrove.name
gregtech:gt.meta.toolHeadRawPlow:9373, oredict.toolHeadRawPlowSacredOak.name
gregtech:gt.meta.toolHeadRawPlow:9374, oredict.toolHeadRawPlowMagicwood.name
gregtech:gt.meta.toolHeadRawPlow:9375, oredict.toolHeadRawPlowApplewood.name
gregtech:gt.meta.toolHeadRawPlow:9376, oredict.toolHeadRawPlowAshwood.name
gregtech:gt.meta.toolHeadRawPlow:9377, oredict.toolHeadRawPlowBeech.name
gregtech:gt.meta.toolHeadRawPlow:9378, oredict.toolHeadRawPlowBoxwood.name
gregtech:gt.meta.toolHeadRawPlow:9379, oredict.toolHeadRawPlowBrazilwood.name
gregtech:gt.meta.toolHeadRawPlow:9380, oredict.toolHeadRawPlowButternutwood.name
gregtech:gt.meta.toolHeadRawPlow:9381, oredict.toolHeadRawPlowCedar.name
gregtech:gt.meta.toolHeadRawPlow:9382, oredict.toolHeadRawPlowElderwood.name
gregtech:gt.meta.toolHeadRawPlow:9383, oredict.toolHeadRawPlowElm.name
gregtech:gt.meta.toolHeadRawPlow:9384, oredict.toolHeadRawPlowEucalyptus.name
gregtech:gt.meta.toolHeadRawPlow:9385, oredict.toolHeadRawPlowFigwood.name
gregtech:gt.meta.toolHeadRawPlow:9386, oredict.toolHeadRawPlowGingko.name
gregtech:gt.meta.toolHeadRawPlow:9387, oredict.toolHeadRawPlowHemlock.name
gregtech:gt.meta.toolHeadRawPlow:9388, oredict.toolHeadRawPlowHickory.name
gregtech:gt.meta.toolHeadRawPlow:9389, oredict.toolHeadRawPlowHolly.name
gregtech:gt.meta.toolHeadRawPlow:9390, oredict.toolHeadRawPlowHornbeam.name
gregtech:gt.meta.toolHeadRawPlow:9391, oredict.toolHeadRawPlowIroko.name
gregtech:gt.meta.toolHeadRawPlow:9392, oredict.toolHeadRawPlowLocust.name
gregtech:gt.meta.toolHeadRawPlow:9393, oredict.toolHeadRawPlowLogwood.name
gregtech:gt.meta.toolHeadRawPlow:9394, oredict.toolHeadRawPlowMaclura.name
gregtech:gt.meta.toolHeadRawPlow:9395, oredict.toolHeadRawPlowOlivewood.name
gregtech:gt.meta.toolHeadRawPlow:9396, oredict.toolHeadRawPlowPearwood.name
gregtech:gt.meta.toolHeadRawPlow:9397, oredict.toolHeadRawPlowPinkIvory.name
gregtech:gt.meta.toolHeadRawPlow:9398, oredict.toolHeadRawPlowPurpleheart.name
gregtech:gt.meta.toolHeadRawPlow:9399, oredict.toolHeadRawPlowRosewood.name
gregtech:gt.meta.toolHeadRawPlow:9400, oredict.toolHeadRawPlowSweetgum.name
gregtech:gt.meta.toolHeadRawPlow:9401, oredict.toolHeadRawPlowSyzgium.name
gregtech:gt.meta.toolHeadRawPlow:9402, oredict.toolHeadRawPlowWhitebeam.name
gregtech:gt.meta.toolHeadRawPlow:9403, oredict.toolHeadRawPlowYew.name
gregtech:gt.meta.toolHeadRawPlow:9404, oredict.toolHeadRawPlowWoodScorched.name
gregtech:gt.meta.toolHeadRawPlow:9405, oredict.toolHeadRawPlowWoodVarnished.name
gregtech:gt.meta.toolHeadRawPlow:9406, oredict.toolHeadRawPlowWoodTainted.name
gregtech:gt.meta.toolHeadRawPlow:9407, oredict.toolHeadRawPlowWoodBleached.name
gregtech:gt.meta.toolHeadRawPlow:9408, oredict.toolHeadRawPlowFoxfirewood.name
gregtech:gt.meta.toolHeadRawPlow:9409, oredict.toolHeadRawPlowBlueSpruce.name
gregtech:gt.meta.toolHeadRawPlow:9715, oredict.toolHeadRawPlowMarshmallow.name
gregtech:gt.meta.toolHeadRawPlow:9716, oredict.toolHeadRawPlowPEZ.name
gregtech:gt.meta.toolHeadRawPlow:9717, oredict.toolHeadRawPlowLicorice.name
gregtech:gt.meta.toolHeadRawPlow:9802, oredict.toolHeadRawPlowIce.name
gregtech:gt.meta.toolHeadPlow:40, oredict.toolHeadPlowBeryllium.name
gregtech:gt.meta.toolHeadPlow:130, oredict.toolHeadPlowAluminium.name
gregtech:gt.meta.toolHeadPlow:220, oredict.toolHeadPlowTitanium.name
gregtech:gt.meta.toolHeadPlow:240, oredict.toolHeadPlowChromium.name
gregtech:gt.meta.toolHeadPlow:250, oredict.toolHeadPlowManganese.name
gregtech:gt.meta.toolHeadPlow:260, oredict.toolHeadPlowIron.name
gregtech:gt.meta.toolHeadPlow:270, oredict.toolHeadPlowCobalt.name
gregtech:gt.meta.toolHeadPlow:278, oredict.toolHeadPlowCobalt60.name
gregtech:gt.meta.toolHeadPlow:280, oredict.toolHeadPlowNickel.name
gregtech:gt.meta.toolHeadPlow:290, oredict.toolHeadPlowCopper.name
gregtech:gt.meta.toolHeadPlow:320, oredict.toolHeadPlowGermanium.name
gregtech:gt.meta.toolHeadPlow:400, oredict.toolHeadPlowZirconium.name
gregtech:gt.meta.toolHeadPlow:420, oredict.toolHeadPlowMolybdenum.name
gregtech:gt.meta.toolHeadPlow:430, oredict.toolHeadPlowTechnetium.name
gregtech:gt.meta.toolHeadPlow:460, oredict.toolHeadPlowPalladium.name
gregtech:gt.meta.toolHeadPlow:470, oredict.toolHeadPlowSilver.name
gregtech:gt.meta.toolHeadPlow:600, oredict.toolHeadPlowNeodymium.name
gregtech:gt.meta.toolHeadPlow:740, oredict.toolHeadPlowTungsten.name
gregtech:gt.meta.toolHeadPlow:760, oredict.toolHeadPlowOsmiumElemental.name
gregtech:gt.meta.toolHeadPlow:770, oredict.toolHeadPlowIridium.name
gregtech:gt.meta.toolHeadPlow:780, oredict.toolHeadPlowPlatinum.name
gregtech:gt.meta.toolHeadPlow:790, oredict.toolHeadPlowGold.name
gregtech:gt.meta.toolHeadPlow:820, oredict.toolHeadPlowLead.name
gregtech:gt.meta.toolHeadPlow:830, oredict.toolHeadPlowBismuth.name
gregtech:gt.meta.toolHeadPlow:900, oredict.toolHeadPlowThorium.name
gregtech:gt.meta.toolHeadPlow:920, oredict.toolHeadPlowUranium.name
gregtech:gt.meta.toolHeadPlow:921, oredict.toolHeadPlowUranium235.name
gregtech:gt.meta.toolHeadPlow:922, oredict.toolHeadPlowUranium233.name
gregtech:gt.meta.toolHeadPlow:940, oredict.toolHeadPlowPlutonium.name
gregtech:gt.meta.toolHeadPlow:942, oredict.toolHeadPlowPlutonium240.name
gregtech:gt.meta.toolHeadPlow:943, oredict.toolHeadPlowPlutonium241.name
gregtech:gt.meta.toolHeadPlow:945, oredict.toolHeadPlowPlutonium243.name
gregtech:gt.meta.toolHeadPlow:946, oredict.toolHeadPlowPlutonium238.name
gregtech:gt.meta.toolHeadPlow:947, oredict.toolHeadPlowPlutonium239.name
gregtech:gt.meta.toolHeadPlow:950, oredict.toolHeadPlowAmericium.name
gregtech:gt.meta.toolHeadPlow:951, oredict.toolHeadPlowAmericium241.name
gregtech:gt.meta.toolHeadPlow:952, oredict.toolHeadPlowAmericium242.name
gregtech:gt.meta.toolHeadPlow:1260, oredict.toolHeadPlowTrinium.name
gregtech:gt.meta.toolHeadPlow:1520, oredict.toolHeadPlowVibranium.name
gregtech:gt.meta.toolHeadPlow:1740, oredict.toolHeadPlowNaquadah.name
gregtech:gt.meta.toolHeadPlow:1741, oredict.toolHeadPlowNaquadahEnriched.name
gregtech:gt.meta.toolHeadPlow:1742, oredict.toolHeadPlowNaquadria.name
gregtech:gt.meta.toolHeadPlow:2210, oredict.toolHeadPlowAtlarus.name
gregtech:gt.meta.toolHeadPlow:2220, oredict.toolHeadPlowAdamantium.name
gregtech:gt.meta.toolHeadPlow:8001, oredict.toolHeadPlowGlass.name
gregtech:gt.meta.toolHeadPlow:8002, oredict.toolHeadPlowFlint.name
gregtech:gt.meta.toolHeadPlow:8003, oredict.toolHeadPlowCarborundum.name
gregtech:gt.meta.toolHeadPlow:8210, oredict.toolHeadPlowBlizz.name
gregtech:gt.meta.toolHeadPlow:8211, oredict.toolHeadPlowBlaze.name
gregtech:gt.meta.toolHeadPlow:8214, oredict.toolHeadPlowObsidian.name
gregtech:gt.meta.toolHeadPlow:8217, oredict.toolHeadPlowRubber.name
gregtech:gt.meta.toolHeadPlow:8218, oredict.toolHeadPlowPlastic.name
gregtech:gt.meta.toolHeadPlow:8219, oredict.toolHeadPlowBone.name
gregtech:gt.meta.toolHeadPlow:8221, oredict.toolHeadPlowWood.name
gregtech:gt.meta.toolHeadPlow:8222, oredict.toolHeadPlowWoodTreated.name
gregtech:gt.meta.toolHeadPlow:8224, oredict.toolHeadPlowWoodRubber.name
gregtech:gt.meta.toolHeadPlow:8227, oredict.toolHeadPlowPeanutWood.name
gregtech:gt.meta.toolHeadPlow:8247, oredict.toolHeadPlowBasalz.name
gregtech:gt.meta.toolHeadPlow:8248, oredict.toolHeadPlowBlitz.name
gregtech:gt.meta.toolHeadPlow:8267, oredict.toolHeadPlowWoodPolished.name
gregtech:gt.meta.toolHeadPlow:8277, oredict.toolHeadPlowPetrifiedWood.name
gregtech:gt.meta.toolHeadPlow:8296, oredict.toolHeadPlowGreatwood.name
gregtech:gt.meta.toolHeadPlow:8297, oredict.toolHeadPlowSilverwood.name
gregtech:gt.meta.toolHeadPlow:8300, oredict.toolHeadPlowDiamond.name
gregtech:gt.meta.toolHeadPlow:8301, oredict.toolHeadPlowEmerald.name
gregtech:gt.meta.toolHeadPlow:8302, oredict.toolHeadPlowRuby.name
gregtech:gt.meta.toolHeadPlow:8303, oredict.toolHeadPlowBalasRuby.name
gregtech:gt.meta.toolHeadPlow:8304, oredict.toolHeadPlowSapphire.name
gregtech:gt.meta.toolHeadPlow:8305, oredict.toolHeadPlowGreenSapphire.name
gregtech:gt.meta.toolHeadPlow:8306, oredict.toolHeadPlowTopaz.name
gregtech:gt.meta.toolHeadPlow:8307, oredict.toolHeadPlowBlueTopaz.name
gregtech:gt.meta.toolHeadPlow:8308, oredict.toolHeadPlowTanzanite.name
gregtech:gt.meta.toolHeadPlow:8309, oredict.toolHeadPlowRedJasper.name
gregtech:gt.meta.toolHeadPlow:8310, oredict.toolHeadPlowAmber.name
gregtech:gt.meta.toolHeadPlow:8311, oredict.toolHeadPlowOlivine.name
gregtech:gt.meta.toolHeadPlow:8312, oredict.toolHeadPlowOpal.name
gregtech:gt.meta.toolHeadPlow:8313, oredict.toolHeadPlowAmethyst.name
gregtech:gt.meta.toolHeadPlow:8314, oredict.toolHeadPlowOrangeSapphire.name
gregtech:gt.meta.toolHeadPlow:8315, oredict.toolHeadPlowYellowSapphire.name
gregtech:gt.meta.toolHeadPlow:8318, oredict.toolHeadPlowEnderPearl.name
gregtech:gt.meta.toolHeadPlow:8319, oredict.toolHeadPlowEnderEye.name
gregtech:gt.meta.toolHeadPlow:8320, oredict.toolHeadPlowNetherStar.name
gregtech:gt.meta.toolHeadPlow:8321, oredict.toolHeadPlowJade.name
gregtech:gt.meta.toolHeadPlow:8322, oredict.toolHeadPlowCraponite.name
gregtech:gt.meta.toolHeadPlow:8323, oredict.toolHeadPlowAquamarine.name
gregtech:gt.meta.toolHeadPlow:8324, oredict.toolHeadPlowMorganite.name
gregtech:gt.meta.toolHeadPlow:8325, oredict.toolHeadPlowDioptase.name
gregtech:gt.meta.toolHeadPlow:8326, oredict.toolHeadPlowSpinel.name
gregtech:gt.meta.toolHeadPlow:8328, oredict.toolHeadPlowBlueSapphire.name
gregtech:gt.meta.toolHeadPlow:8329, oredict.toolHeadPlowAmethystEnder.name
gregtech:gt.meta.toolHeadPlow:8342, oredict.toolHeadPlowFirestone.name
gregtech:gt.meta.toolHeadPlow:8346, oredict.toolHeadPlowNetherQuartz.name
gregtech:gt.meta.toolHeadPlow:8347, oredict.toolHeadPlowCertusQuartz.name
gregtech:gt.meta.toolHeadPlow:8348, oredict.toolHeadPlowChargedCertusQuartz.name
gregtech:gt.meta.toolHeadPlow:8350, oredict.toolHeadPlowInfusedDull.name
gregtech:gt.meta.toolHeadPlow:8351, oredict.toolHeadPlowInfusedVis.name
gregtech:gt.meta.toolHeadPlow:8352, oredict.toolHeadPlowInfusedAir.name
gregtech:gt.meta.toolHeadPlow:8353, oredict.toolHeadPlowInfusedFire.name
gregtech:gt.meta.toolHeadPlow:8354, oredict.toolHeadPlowInfusedEarth.name
gregtech:gt.meta.toolHeadPlow:8355, oredict.toolHeadPlowInfusedWater.name
gregtech:gt.meta.toolHeadPlow:8356, oredict.toolHeadPlowInfusedEntropy.name
gregtech:gt.meta.toolHeadPlow:8357, oredict.toolHeadPlowInfusedOrder.name
gregtech:gt.meta.toolHeadPlow:8358, oredict.toolHeadPlowInfusedBalance.name
gregtech:gt.meta.toolHeadPlow:8383, oredict.toolHeadPlowPurpleSapphire.name
gregtech:gt.meta.toolHeadPlow:8384, oredict.toolHeadPlowHeliodor.name
gregtech:gt.meta.toolHeadPlow:8385, oredict.toolHeadPlowGoshenite.name
gregtech:gt.meta.toolHeadPlow:8386, oredict.toolHeadPlowBixbite.name
gregtech:gt.meta.toolHeadPlow:8387, oredict.toolHeadPlowMaxixe.name
gregtech:gt.meta.toolHeadPlow:8388, oredict.toolHeadPlowAlexandrite.name
gregtech:gt.meta.toolHeadPlow:8415, oredict.toolHeadPlowOnyxRed.name
gregtech:gt.meta.toolHeadPlow:8416, oredict.toolHeadPlowOnyxBlack.name
gregtech:gt.meta.toolHeadPlow:8417, oredict.toolHeadPlowAmazonite.name
gregtech:gt.meta.toolHeadPlow:8418, oredict.toolHeadPlowBamboo.name
gregtech:gt.meta.toolHeadPlow:8419, oredict.toolHeadPlowZircon.name
gregtech:gt.meta.toolHeadPlow:8423, oredict.toolHeadPlowDiamondIndustrial.name
gregtech:gt.meta.toolHeadPlow:8424, oredict.toolHeadPlowPinkDiamond.name
gregtech:gt.meta.toolHeadPlow:8425, oredict.toolHeadPlowOceanJasper.name
gregtech:gt.meta.toolHeadPlow:8426, oredict.toolHeadPlowRainforestJasper.name
gregtech:gt.meta.toolHeadPlow:8427, oredict.toolHeadPlowBlueJasper.name
gregtech:gt.meta.toolHeadPlow:8428, oredict.toolHeadPlowGreenJasper.name
gregtech:gt.meta.toolHeadPlow:8429, oredict.toolHeadPlowYellowJasper.name
gregtech:gt.meta.toolHeadPlow:8430, oredict.toolHeadPlowTigerEye.name
gregtech:gt.meta.toolHeadPlow:8431, oredict.toolHeadPlowCatsEye.name
gregtech:gt.meta.toolHeadPlow:8432, oredict.toolHeadPlowDragonEye.name
gregtech:gt.meta.toolHeadPlow:8433, oredict.toolHeadPlowHawksEye.name
gregtech:gt.meta.toolHeadPlow:8434, oredict.toolHeadPlowBlackEye.name
gregtech:gt.meta.toolHeadPlow:8435, oredict.toolHeadPlowTigerIron.name
gregtech:gt.meta.toolHeadPlow:8445, oredict.toolHeadPlowMilkyQuartz.name
gregtech:gt.meta.toolHeadPlow:8446, oredict.toolHeadPlowBrownAventurine.name
gregtech:gt.meta.toolHeadPlow:8447, oredict.toolHeadPlowYellowAventurine.name
gregtech:gt.meta.toolHeadPlow:8448, oredict.toolHeadPlowGreenAventurine.name
gregtech:gt.meta.toolHeadPlow:8449, oredict.toolHeadPlowBlackAventurine.name
gregtech:gt.meta.toolHeadPlow:8450, oredict.toolHeadPlowBlueAventurine.name
gregtech:gt.meta.toolHeadPlow:8451, oredict.toolHeadPlowRedAventurine.name
gregtech:gt.meta.toolHeadPlow:8457, oredict.toolHeadPlowVoidQuartz.name
gregtech:gt.meta.toolHeadPlow:8463, oredict.toolHeadPlowSugilite.name
gregtech:gt.meta.toolHeadPlow:8500, oredict.toolHeadPlowStone.name
gregtech:gt.meta.toolHeadPlow:8501, oredict.toolHeadPlowConcrete.name
gregtech:gt.meta.toolHeadPlow:8502, oredict.toolHeadPlowNetherrack.name
gregtech:gt.meta.toolHeadPlow:8503, oredict.toolHeadPlowNetherBrick.name
gregtech:gt.meta.toolHeadPlow:8504, oredict.toolHeadPlowEndstone.name
gregtech:gt.meta.toolHeadPlow:8505, oredict.toolHeadPlowBasalt.name
gregtech:gt.meta.toolHeadPlow:8506, oredict.toolHeadPlowMarble.name
gregtech:gt.meta.toolHeadPlow:8507, oredict.toolHeadPlowGraniteRed.name
gregtech:gt.meta.toolHeadPlow:8508, oredict.toolHeadPlowGraniteBlack.name
gregtech:gt.meta.toolHeadPlow:8509, oredict.toolHeadPlowRedrock.name
gregtech:gt.meta.toolHeadPlow:8511, oredict.toolHeadPlowDiorite.name
gregtech:gt.meta.toolHeadPlow:8512, oredict.toolHeadPlowSpaceStone.name
gregtech:gt.meta.toolHeadPlow:8513, oredict.toolHeadPlowMoonStone.name
gregtech:gt.meta.toolHeadPlow:8514, oredict.toolHeadPlowMoonTurf.name
gregtech:gt.meta.toolHeadPlow:8515, oredict.toolHeadPlowMarsStone.name
gregtech:gt.meta.toolHeadPlow:8516, oredict.toolHeadPlowMarsSand.name
gregtech:gt.meta.toolHeadPlow:8517, oredict.toolHeadPlowUmber.name
gregtech:gt.meta.toolHeadPlow:8518, oredict.toolHeadPlowGranite.name
gregtech:gt.meta.toolHeadPlow:8523, oredict.toolHeadPlowDeadrock.name
gregtech:gt.meta.toolHeadPlow:8599, oredict.toolHeadPlowBedrock.name
gregtech:gt.meta.toolHeadPlow:8600, oredict.toolHeadPlowElectrum.name
gregtech:gt.meta.toolHeadPlow:8601, oredict.toolHeadPlowSterlingSilver.name
gregtech:gt.meta.toolHeadPlow:8602, oredict.toolHeadPlowRoseGold.name
gregtech:gt.meta.toolHeadPlow:8603, oredict.toolHeadPlowAngmallen.name
gregtech:gt.meta.toolHeadPlow:8606, oredict.toolHeadPlowGildedIron.name
gregtech:gt.meta.toolHeadPlow:8610, oredict.toolHeadPlowBronze.name
gregtech:gt.meta.toolHeadPlow:8611, oredict.toolHeadPlowBlackBronze.name
gregtech:gt.meta.toolHeadPlow:8612, oredict.toolHeadPlowBismuthBronze.name
gregtech:gt.meta.toolHeadPlow:8613, oredict.toolHeadPlowHepatizon.name
gregtech:gt.meta.toolHeadPlow:8620, oredict.toolHeadPlowBrass.name
gregtech:gt.meta.toolHeadPlow:8621, oredict.toolHeadPlowCobaltBrass.name
gregtech:gt.meta.toolHeadPlow:8630, oredict.toolHeadPlowSteel.name
gregtech:gt.meta.toolHeadPlow:8631, oredict.toolHeadPlowBlackSteel.name
gregtech:gt.meta.toolHeadPlow:8632, oredict.toolHeadPlowBlueSteel.name
gregtech:gt.meta.toolHeadPlow:8633, oredict.toolHeadPlowRedSteel.name
gregtech:gt.meta.toolHeadPlow:8634, oredict.toolHeadPlowDamascusSteel.name
gregtech:gt.meta.toolHeadPlow:8635, oredict.toolHeadPlowTungstensteel.name
gregtech:gt.meta.toolHeadPlow:8636, oredict.toolHeadPlowStainlessSteel.name
gregtech:gt.meta.toolHeadPlow:8638, oredict.toolHeadPlowTungstenCarbide.name
gregtech:gt.meta.toolHeadPlow:8640, oredict.toolHeadPlowAnnealedCopper.name
gregtech:gt.meta.toolHeadPlow:8642, oredict.toolHeadPlowPigIron.name
gregtech:gt.meta.toolHeadPlow:8643, oredict.toolHeadPlowWroughtIron.name
gregtech:gt.meta.toolHeadPlow:8645, oredict.toolHeadPlowIronMagnetic.name
gregtech:gt.meta.toolHeadPlow:8646, oredict.toolHeadPlowSteelMagnetic.name
gregtech:gt.meta.toolHeadPlow:8647, oredict.toolHeadPlowNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadPlow:8649, oredict.toolHeadPlowMeteoricIron.name
gregtech:gt.meta.toolHeadPlow:8650, oredict.toolHeadPlowMeteoricSteel.name
gregtech:gt.meta.toolHeadPlow:8651, oredict.toolHeadPlowSteelGalvanized.name
gregtech:gt.meta.toolHeadPlow:8653, oredict.toolHeadPlowVanadiumSteel.name
gregtech:gt.meta.toolHeadPlow:8654, oredict.toolHeadPlowTitaniumGold.name
gregtech:gt.meta.toolHeadPlow:8661, oredict.toolHeadPlowInvar.name
gregtech:gt.meta.toolHeadPlow:8662, oredict.toolHeadPlowConstantan.name
gregtech:gt.meta.toolHeadPlow:8663, oredict.toolHeadPlowNichrome.name
gregtech:gt.meta.toolHeadPlow:8664, oredict.toolHeadPlowKanthal.name
gregtech:gt.meta.toolHeadPlow:8665, oredict.toolHeadPlowMagnalium.name
gregtech:gt.meta.toolHeadPlow:8666, oredict.toolHeadPlowUltimet.name
gregtech:gt.meta.toolHeadPlow:8667, oredict.toolHeadPlowTinAlloy.name
gregtech:gt.meta.toolHeadPlow:8672, oredict.toolHeadPlowIronwood.name
gregtech:gt.meta.toolHeadPlow:8673, oredict.toolHeadPlowSteeleaf.name
gregtech:gt.meta.toolHeadPlow:8674, oredict.toolHeadPlowKnightmetal.name
gregtech:gt.meta.toolHeadPlow:8675, oredict.toolHeadPlowFierySteel.name
gregtech:gt.meta.toolHeadPlow:8676, oredict.toolHeadPlowAstralSilver.name
gregtech:gt.meta.toolHeadPlow:8677, oredict.toolHeadPlowMidasium.name
gregtech:gt.meta.toolHeadPlow:8678, oredict.toolHeadPlowMithril.name
gregtech:gt.meta.toolHeadPlow:8679, oredict.toolHeadPlowThaumium.name
gregtech:gt.meta.toolHeadPlow:8680, oredict.toolHeadPlowDarkThaumium.name
gregtech:gt.meta.toolHeadPlow:8681, oredict.toolHeadPlowVoidMetal.name
gregtech:gt.meta.toolHeadPlow:8682, oredict.toolHeadPlowOsmiridium.name
gregtech:gt.meta.toolHeadPlow:8684, oredict.toolHeadPlowTrinaquadalloy.name
gregtech:gt.meta.toolHeadPlow:8685, oredict.toolHeadPlowChromiumDioxide.name
gregtech:gt.meta.toolHeadPlow:8690, oredict.toolHeadPlowMeteoricBlackSteel.name
gregtech:gt.meta.toolHeadPlow:8691, oredict.toolHeadPlowMeteoricBlueSteel.name
gregtech:gt.meta.toolHeadPlow:8692, oredict.toolHeadPlowMeteoricRedSteel.name
gregtech:gt.meta.toolHeadPlow:8700, oredict.toolHeadPlowAluminiumBrass.name
gregtech:gt.meta.toolHeadPlow:8701, oredict.toolHeadPlowAredrite.name
gregtech:gt.meta.toolHeadPlow:8702, oredict.toolHeadPlowAlumite.name
gregtech:gt.meta.toolHeadPlow:8704, oredict.toolHeadPlowVibraniumSteel.name
gregtech:gt.meta.toolHeadPlow:8705, oredict.toolHeadPlowVibraniumSilver.name
gregtech:gt.meta.toolHeadPlow:8706, oredict.toolHeadPlowVibramantium.name
gregtech:gt.meta.toolHeadPlow:8710, oredict.toolHeadPlowEnderium.name
gregtech:gt.meta.toolHeadPlow:8711, oredict.toolHeadPlowElectrumFlux.name
gregtech:gt.meta.toolHeadPlow:8725, oredict.toolHeadPlowPulsatingIron.name
gregtech:gt.meta.toolHeadPlow:8726, oredict.toolHeadPlowVibrantAlloy.name
gregtech:gt.meta.toolHeadPlow:8727, oredict.toolHeadPlowConductiveIron.name
gregtech:gt.meta.toolHeadPlow:8728, oredict.toolHeadPlowEnergeticAlloy.name
gregtech:gt.meta.toolHeadPlow:8730, oredict.toolHeadPlowElectricalSteel.name
gregtech:gt.meta.toolHeadPlow:8731, oredict.toolHeadPlowObsidianSteel.name
gregtech:gt.meta.toolHeadPlow:8732, oredict.toolHeadPlowSoularium.name
gregtech:gt.meta.toolHeadPlow:8734, oredict.toolHeadPlowSpectreIron.name
gregtech:gt.meta.toolHeadPlow:8736, oredict.toolHeadPlowEndium.name
gregtech:gt.meta.toolHeadPlow:8745, oredict.toolHeadPlowNetherite.name
gregtech:gt.meta.toolHeadPlow:8746, oredict.toolHeadPlowNetherizedDiamond.name
gregtech:gt.meta.toolHeadPlow:8747, oredict.toolHeadPlowEfrine.name
gregtech:gt.meta.toolHeadPlow:8750, oredict.toolHeadPlowDesh.name
gregtech:gt.meta.toolHeadPlow:8751, oredict.toolHeadPlowDuranium.name
gregtech:gt.meta.toolHeadPlow:8752, oredict.toolHeadPlowTritanium.name
gregtech:gt.meta.toolHeadPlow:8755, oredict.toolHeadPlowAdamantite.name
gregtech:gt.meta.toolHeadPlow:8756, oredict.toolHeadPlowDuralumin.name
gregtech:gt.meta.toolHeadPlow:8780, oredict.toolHeadPlowWorkersAlloy.name
gregtech:gt.meta.toolHeadPlow:8782, oredict.toolHeadPlowTartarite.name
gregtech:gt.meta.toolHeadPlow:8784, oredict.toolHeadPlowAdamantine.name
gregtech:gt.meta.toolHeadPlow:8790, oredict.toolHeadPlowTrinitanium.name
gregtech:gt.meta.toolHeadPlow:8791, oredict.toolHeadPlowDraconium.name
gregtech:gt.meta.toolHeadPlow:8793, oredict.toolHeadPlowTitaniumIridium.name
gregtech:gt.meta.toolHeadPlow:8794, oredict.toolHeadPlowTitaniumAluminide.name
gregtech:gt.meta.toolHeadPlow:8796, oredict.toolHeadPlowHSSG.name
gregtech:gt.meta.toolHeadPlow:8797, oredict.toolHeadPlowHSSE.name
gregtech:gt.meta.toolHeadPlow:8798, oredict.toolHeadPlowHSSS.name
gregtech:gt.meta.toolHeadPlow:9000, oredict.toolHeadPlowPumice.name
gregtech:gt.meta.toolHeadPlow:9101, oredict.toolHeadPlowAlmandine.name
gregtech:gt.meta.toolHeadPlow:9102, oredict.toolHeadPlowAndradite.name
